compound_id,target,sim_same_target,std_union
O60341_CHEMBL5399692,O60341,1.0,1.0
O60341_CHEMBL5410411,O60341,0.791,0.791
O60341_CHEMBL5435978,O60341,0.7207,0.7207
O60341_CHEMBL5436412,O60341,0.6924,0.6924
O60341_CHEMBL5407104,O60341,0.7144,0.7144
O60341_CHEMBL5406892,O60341,0.6719,0.6719
O60341_CHEMBL5426980,O60341,0.6616,0.6616
O60341_CHEMBL5397316,O60341,0.7231,0.7231
O60341_CHEMBL5437172,O60341,0.75,0.75
O60341_CHEMBL5430058,O60341,0.7998,0.7998
O60341_CHEMBL5406132,O60341,0.8931,0.8931
O60341_CHEMBL5409890,O60341,0.6826,0.6826
O60341_CHEMBL5406521,O60341,1.0,1.0
O60341_CHEMBL5435173,O60341,1.0,1.0
O60341_CHEMBL5404495,O60341,0.6514,0.6514
O60341_CHEMBL5410286,O60341,0.6724,0.6724
O60341_CHEMBL5425391,O60341,0.8276,0.8276
O60341_CHEMBL5423330,O60341,1.0,1.0
O60341_CHEMBL5428936,O60341,1.0,1.0
O60341_CHEMBL5413148,O60341,1.0,1.0
O60341_CHEMBL5428788,O60341,0.7881,0.7881
O60341_CHEMBL5436427,O60341,0.7998,0.7998
O60341_CHEMBL5425120,O60341,0.7534,0.7534
O60341_CHEMBL5423110,O60341,0.7881,0.7881
O60341_CHEMBL5431790,O60341,1.0,1.0
O60341_CHEMBL5399676,O60341,1.0,1.0
O60341_CHEMBL5440601,O60341,0.522,0.522
O60341_CHEMBL5413316,O60341,0.6665,1.0
O60341_CHEMBL5440032,O60341,0.6548,1.0
O60341_CHEMBL5405377,O60341,1.0,1.0
O60341_CHEMBL5400631,O60341,0.8525,0.8525
O60341_CHEMBL5416905,O60341,0.6724,0.6724
O60341_CHEMBL5413825,O60341,0.3035,0.6099
O60341_CHEMBL5416497,O60341,0.3999,0.5557
O60341_CHEMBL5415883,O60341,0.3118,0.6201
O60341_CHEMBL5394389,O60341,0.7617,0.7617
O60341_CHEMBL5405788,O60341,1.0,1.0
O60341_CHEMBL5419993,O60341,1.0,1.0
O60341_CHEMBL5417682,O60341,1.0,1.0
O60341_CHEMBL5408302,O60341,0.8306,0.8306
O60341_CHEMBL5435117,O60341,1.0,1.0
O60341_CHEMBL5408598,O60341,1.0,1.0
O60341_CHEMBL5398801,O60341,0.8306,0.8306
O60341_CHEMBL5400344,O60341,0.6724,0.6724
O60341_CHEMBL5414185,O60341,0.6934,0.6934
O60341_CHEMBL5439488,O60341,1.0,1.0
O60341_CHEMBL5416264,O60341,0.6909,0.7754
O60341_CHEMBL5406191,O60341,0.7344,1.0
O60341_CHEMBL5433364,O60341,0.8276,1.0
O60341_CHEMBL5403602,O60341,0.7754,1.0
O60341_CHEMBL5429412,O60341,0.6377,1.0
O60341_CHEMBL5436035,O60341,0.6567,1.0
O60341_CHEMBL5403862,O60341,1.0,1.0
O60341_CHEMBL5419295,O60341,1.0,1.0
O60341_CHEMBL5424948,O60341,0.6792,1.0
O60341_CHEMBL5418093,O60341,0.7114,1.0
O60341_CHEMBL5401496,O60341,1.0,1.0
O60341_CHEMBL5404895,O60341,0.5776,0.5776
O60341_CHEMBL5424591,O60341,0.5542,0.5713
O60341_CHEMBL5403548,O60341,0.7168,0.7168
O60341_CHEMBL5435587,O60341,0.7222,0.7222
O60341_CHEMBL5396414,O60341,0.6724,0.6724
O60341_CHEMBL5396152,O60341,0.7378,0.7378
O60341_CHEMBL5418619,O60341,0.8423,0.8423
O60341_CHEMBL5416406,O60341,0.7832,0.7832
O60341_CHEMBL5438908,O60341,0.6982,0.6982
O60674_CHEMBL5412815,O60674,0.7075,0.7075
O60674_CHEMBL5424439,O60674,0.6333,0.7456
O60674_CHEMBL5398468,O60674,1.0,1.0
O60674_CHEMBL5429688,O60674,1.0,1.0
O60674_CHEMBL5408539,O60674,1.0,1.0
O60674_CHEMBL5417474,O60674,0.6323,0.6772
O60674_CHEMBL5395839,O60674,0.6416,0.6416
O60674_CHEMBL5403897,O60674,0.6514,0.7588
O60674_CHEMBL5420083,O60674,0.5454,0.7964
O60674_CHEMBL5420971,O60674,0.6719,0.6719
O60674_CHEMBL5424098,O60674,1.0,1.0
O60674_CHEMBL5423387,O60674,1.0,1.0
O60674_CHEMBL5430795,O60674,1.0,1.0
O60674_CHEMBL5405043,O60674,0.8286,1.0
O60674_CHEMBL5410919,O60674,1.0,1.0
O60674_CHEMBL5435417,O60674,1.0,1.0
O60674_CHEMBL5439582,O60674,1.0,1.0
O60674_CHEMBL5427932,O60674,1.0,1.0
O60674_CHEMBL5405140,O60674,1.0,1.0
O60674_CHEMBL5404261,O60674,1.0,1.0
O60674_CHEMBL5441087,O60674,1.0,1.0
O60674_CHEMBL5440017,O60674,1.0,1.0
O60674_CHEMBL5434116,O60674,1.0,1.0
O60674_CHEMBL5396523,O60674,1.0,1.0
O60674_CHEMBL5423894,O60674,1.0,1.0
O60674_CHEMBL5424497,O60674,0.3691,0.6055
O60674_CHEMBL5409953,O60674,0.6787,0.7998
O60674_CHEMBL5422886,O60674,0.5522,0.7705
O60674_CHEMBL5412967,O60674,0.5068,0.7344
O60674_CHEMBL5419117,O60674,0.4084,0.7002
O60674_CHEMBL5402252,O60674,0.4084,0.7002
O60674_CHEMBL5436068,O60674,0.3816,1.0
O60674_CHEMBL5435274,O60674,0.4329,1.0
O60674_CHEMBL5407329,O60674,0.5806,1.0
O60674_CHEMBL5407260,O60674,0.48,0.6914
O60674_CHEMBL5396554,O60674,0.48,0.6914
O60674_CHEMBL5415586,O60674,0.7407,0.7407
O60674_CHEMBL5409666,O60674,0.6665,0.7144
O60674_CHEMBL5433426,O60674,0.5645,0.6499
O60674_CHEMBL5395378,O60674,1.0,1.0
O60674_CHEMBL5420468,O60674,1.0,1.0
O60674_CHEMBL5403288,O60674,1.0,1.0
O60674_CHEMBL5430060,O60674,1.0,1.0
O60674_CHEMBL5432029,O60674,1.0,1.0
O60674_CHEMBL5436997,O60674,1.0,1.0
O60674_CHEMBL5417435,O60674,1.0,1.0
O60674_CHEMBL5432284,O60674,1.0,1.0
O60674_CHEMBL5402797,O60674,1.0,1.0
O60674_CHEMBL5405344,O60674,1.0,1.0
O60674_CHEMBL5410239,O60674,1.0,1.0
O60674_CHEMBL5404765,O60674,1.0,1.0
O60674_CHEMBL5434965,O60674,1.0,1.0
O60674_CHEMBL5429675,O60674,1.0,1.0
O60674_CHEMBL5402554,O60674,1.0,1.0
O60674_CHEMBL5415481,O60674,1.0,1.0
O60674_CHEMBL5408994,O60674,1.0,1.0
O60674_CHEMBL5419978,O60674,1.0,1.0
O60674_CHEMBL5435482,O60674,0.729,0.729
O60674_CHEMBL5408205,O60674,1.0,1.0
O60674_CHEMBL5436744,O60674,1.0,1.0
O60674_CHEMBL5440510,O60674,1.0,1.0
O60674_CHEMBL5438892,O60674,1.0,1.0
O60674_CHEMBL5414095,O60674,1.0,1.0
O60674_CHEMBL5412619,O60674,1.0,1.0
O60674_CHEMBL5437653,O60674,1.0,1.0
O60674_CHEMBL5400209,O60674,1.0,1.0
O60674_CHEMBL5437261,O60674,0.6787,0.6787
O60674_CHEMBL5419271,O60674,1.0,1.0
O60674_CHEMBL5436383,O60674,1.0,1.0
O60674_CHEMBL5431257,O60674,0.7168,1.0
O60674_CHEMBL5440264,O60674,0.6924,0.6924
O60674_CHEMBL5420928,O60674,1.0,1.0
O60674_CHEMBL5413489,O60674,0.769,0.769
O60674_CHEMBL5429461,O60674,0.324,0.9199
O60674_CHEMBL5421116,O60674,1.0,1.0
O60674_CHEMBL5422793,O60674,1.0,1.0
O60674_CHEMBL5430869,O60674,0.9761,1.0
O60885_CHEMBL5437203,O60885,0.6528,0.6528
O60885_CHEMBL5416784,O60885,0.6968,0.6968
O60885_CHEMBL5407959,O60885,0.7095,0.7095
O60885_CHEMBL5394534,O60885,0.3418,0.7271
O60885_CHEMBL5414323,O60885,0.3513,0.543
O60885_CHEMBL5401408,O60885,0.2255,0.75
O60885_CHEMBL5440275,O60885,0.3691,0.6152
O60885_CHEMBL5436620,O60885,0.3284,0.4531
O60885_CHEMBL5401812,O60885,0.3293,0.4839
O60885_CHEMBL5432311,O60885,0.2976,0.4126
O60885_CHEMBL5394840,O60885,0.3333,0.4084
O60885_CHEMBL5414143,O60885,0.3472,0.3972
O60885_CHEMBL5424895,O60885,0.2856,0.3999
O60885_CHEMBL5439894,O60885,0.2747,0.4395
O60885_CHEMBL5435639,O60885,0.3242,0.4395
O60885_CHEMBL5431833,O60885,0.3242,0.4688
O60885_CHEMBL5435025,O60885,0.3506,0.4854
O60885_CHEMBL5411975,O60885,0.324,0.4639
O60885_CHEMBL5405537,O60885,0.3845,0.3918
O60885_CHEMBL5419237,O60885,0.3601,0.4329
O60885_CHEMBL5400204,O60885,0.3506,0.4133
O60885_CHEMBL5409544,O60885,0.3562,0.4285
O60885_CHEMBL5420313,O60885,0.2856,0.4395
O60885_CHEMBL5412097,O60885,0.2935,0.4084
O60885_CHEMBL5406544,O60885,0.311,0.4707
O60885_CHEMBL5429382,O60885,0.3,0.4307
O60885_CHEMBL5435156,O60885,0.2554,0.4092
O60885_CHEMBL5437305,O60885,0.3,0.4658
O60885_CHEMBL5417286,O60885,0.6597,0.6597
O60885_CHEMBL5427202,O60885,0.6597,0.6597
O60885_CHEMBL5419274,O60885,0.5972,0.5972
O60885_CHEMBL5426703,O60885,0.5713,1.0
O60885_CHEMBL5429376,O60885,0.6001,1.0
O60885_CHEMBL5423707,O60885,0.3372,0.6094
O60885_CHEMBL5440150,O60885,0.3286,0.3975
O60885_CHEMBL5438020,O60885,0.3579,0.7847
O60885_CHEMBL5420638,O60885,0.3291,0.6577
O60885_CHEMBL5406585,O60885,0.5293,0.5293
O60885_CHEMBL5404986,O60885,0.5293,0.5293
O60885_CHEMBL5416229,O60885,0.5269,0.5269
O60885_CHEMBL5427136,O60885,0.5415,0.5415
O60885_CHEMBL5430730,O60885,0.6514,0.6514
O60885_CHEMBL5396885,O60885,0.2976,0.4062
O60885_CHEMBL5403013,O60885,0.5938,0.5938
O60885_CHEMBL5410968,O60885,0.6377,1.0
O60885_CHEMBL5412127,O60885,0.6621,1.0
O60885_CHEMBL5421238,O60885,0.6924,1.0
O60885_CHEMBL5434467,O60885,0.6118,1.0
O60885_CHEMBL5418320,O60885,0.5977,1.0
O60885_CHEMBL5408013,O60885,0.5977,0.9604
O60885_CHEMBL5402704,O60885,0.5776,1.0
O60885_CHEMBL5408583,O60885,0.6191,1.0
O60885_CHEMBL5395241,O60885,0.6182,1.0
O60885_CHEMBL5402431,O60885,0.5845,1.0
O60885_CHEMBL5402922,O60885,0.5845,1.0
O60885_CHEMBL5422245,O60885,0.4805,1.0
O60885_CHEMBL5426693,O60885,0.5601,1.0
O60885_CHEMBL5430428,O60885,0.4954,1.0
O60885_CHEMBL5437467,O60885,0.5776,1.0
O60885_CHEMBL5415794,O60885,0.6309,1.0
O60885_CHEMBL5410310,O60885,0.5977,1.0
O60885_CHEMBL5422930,O60885,0.6045,1.0
O60885_CHEMBL5417441,O60885,0.5908,1.0
O60885_CHEMBL5417454,O60885,0.5776,1.0
O60885_CHEMBL5428017,O60885,0.5908,1.0
O60885_CHEMBL5440739,O60885,0.5908,1.0
O60885_CHEMBL5412529,O60885,0.5776,1.0
O60885_CHEMBL5409700,O60885,0.6191,1.0
O60885_CHEMBL5428087,O60885,0.6045,1.0
O60885_CHEMBL5403358,O60885,0.6265,1.0
O60885_CHEMBL5426964,O60885,0.625,1.0
O60885_CHEMBL5427957,O60885,0.5908,1.0
O60885_CHEMBL5438409,O60885,0.5908,1.0
O60885_CHEMBL5403473,O60885,0.5913,1.0
O60885_CHEMBL5406467,O60885,0.4851,1.0
O60885_CHEMBL5437723,O60885,0.5,1.0
O60885_CHEMBL5419367,O60885,0.6387,1.0
O60885_CHEMBL5394764,O60885,0.5977,1.0
O60885_CHEMBL5401381,O60885,0.5845,1.0
O60885_CHEMBL5418129,O60885,0.5977,1.0
O60885_CHEMBL5417495,O60885,0.5977,1.0
O60885_CHEMBL5421723,O60885,0.5508,1.0
O60885_CHEMBL5408776,O60885,0.4949,1.0
O60885_CHEMBL5415796,O60885,0.49,1.0
O60885_CHEMBL5400502,O60885,0.5532,1.0
O60885_CHEMBL5409453,O60885,0.5093,1.0
O60885_CHEMBL5395480,O60885,0.6094,1.0
O60885_CHEMBL5398977,O60885,0.5977,1.0
O60885_CHEMBL5429440,O60885,0.5845,1.0
O60885_CHEMBL5422122,O60885,0.6323,1.0
O60885_CHEMBL5416208,O60885,0.6514,1.0
O60885_CHEMBL5435085,O60885,0.6001,1.0
O60885_CHEMBL5413543,O60885,0.6831,1.0
O60885_CHEMBL5437669,O60885,0.6411,1.0
O60885_CHEMBL5421597,O60885,0.4856,0.4856
O60885_CHEMBL5397570,O60885,0.2888,0.3589
O60885_CHEMBL5430358,O60885,0.3452,0.4321
O60885_CHEMBL5435289,O60885,0.3411,0.3923
O60885_CHEMBL5425156,O60885,0.2842,0.3733
O60885_CHEMBL5397432,O60885,0.2739,0.3923
O60885_CHEMBL5412647,O60885,0.2778,0.408
O60885_CHEMBL5431086,O60885,0.3049,0.3733
O60885_CHEMBL5424755,O60885,0.2871,0.3999
O60885_CHEMBL5394236,O60885,0.3809,0.3889
O60885_CHEMBL5426902,O60885,0.3257,0.4138
O60885_CHEMBL5409622,O60885,0.2759,0.4109
O60885_CHEMBL5415469,O60885,0.2651,0.5366
O60885_CHEMBL5419925,O60885,0.2791,0.5737
O60885_CHEMBL5400544,O60885,0.2698,0.4028
O60885_CHEMBL5415548,O60885,0.2795,0.4507
O60885_CHEMBL5434208,O60885,0.2637,0.4348
O60885_CHEMBL5413668,O60885,0.293,0.3943
O60885_CHEMBL5424207,O60885,0.2842,0.4583
O60885_CHEMBL5414895,O60885,0.2717,0.3796
O60885_CHEMBL5409463,O60885,0.3333,0.7666
O60885_CHEMBL5431009,O60885,0.3606,0.5317
O60885_CHEMBL5398139,O60885,0.3479,0.6514
O60885_CHEMBL5407114,O60885,0.3381,0.7075
O60885_CHEMBL5435255,O60885,0.3572,0.6865
O60885_CHEMBL5416494,O60885,0.3967,0.6118
O60885_CHEMBL5420470,O60885,0.3401,0.5322
O60885_CHEMBL5416132,O60885,0.366,0.5312
O60885_CHEMBL5428113,O60885,0.3579,0.4844
O60885_CHEMBL5431735,O60885,0.4106,0.5933
O60885_CHEMBL5399489,O60885,0.6753,0.6753
O60885_CHEMBL5424952,O60885,0.8389,0.8389
O60885_CHEMBL5440797,O60885,0.2632,0.4204
O60885_CHEMBL5415106,O60885,0.4875,0.6841
O60885_CHEMBL5425218,O60885,0.47,0.7012
O60885_CHEMBL5432760,O60885,0.2637,0.4492
O60885_CHEMBL5421082,O60885,0.3867,0.5615
O60885_CHEMBL5432892,O60885,0.5762,0.5762
O60885_CHEMBL5394142,O60885,0.3174,0.5674
O60885_CHEMBL5422546,O60885,0.3684,0.5815
O60885_CHEMBL5439855,O60885,0.2964,0.5625
O60885_CHEMBL5408978,O60885,0.2932,0.5332
O60885_CHEMBL5409681,O60885,0.3438,0.5332
O60885_CHEMBL5416926,O60885,0.3708,0.5347
O60885_CHEMBL5405269,O60885,0.3215,0.52
O60885_CHEMBL5409461,O60885,0.3447,0.5229
O60885_CHEMBL5415611,O60885,0.3438,0.6514
O60885_CHEMBL5422534,O60885,0.564,1.0
O60885_CHEMBL5405779,O60885,0.5884,1.0
O60885_CHEMBL5403879,O60885,0.3164,0.3647
O60885_CHEMBL5408181,O60885,0.814,0.814
O60885_CHEMBL5426022,O60885,0.8335,0.8335
O60885_CHEMBL5426762,O60885,0.8335,0.8335
O60885_CHEMBL5400407,O60885,0.5635,0.6079
O60885_CHEMBL5414236,O60885,0.6787,0.6787
O60885_CHEMBL5405536,O60885,0.5347,0.5347
O60885_CHEMBL5432627,O60885,0.5742,0.5742
O60885_CHEMBL5411662,O60885,0.5254,0.5254
O60885_CHEMBL5399062,O60885,0.6489,0.6489
O60885_CHEMBL5438588,O60885,0.6431,0.6431
O60885_CHEMBL5422966,O60885,0.6128,0.6128
O60885_CHEMBL5432665,O60885,0.5688,0.5967
O60885_CHEMBL5440431,O60885,0.6479,0.6479
O60885_CHEMBL5413916,O60885,0.6479,0.6479
O60885_CHEMBL5418662,O60885,0.5898,0.5898
O60885_CHEMBL5395658,O60885,0.5972,0.5972
O60885_CHEMBL5394124,O60885,0.6055,0.6055
O60885_CHEMBL5395952,O60885,0.6387,0.6387
O60885_CHEMBL5439597,O60885,0.7231,0.7231
O60885_CHEMBL5409942,O60885,0.6387,0.6387
O60885_CHEMBL5414030,O60885,0.6528,0.6528
O60885_CHEMBL5416283,O60885,0.6216,0.6216
O60885_CHEMBL5421774,O60885,0.6304,0.6304
O60885_CHEMBL5400900,O60885,0.6133,0.6133
O60885_CHEMBL5411322,O60885,0.6304,0.6304
O60885_CHEMBL5425663,O60885,0.6196,0.6196
O60885_CHEMBL5413795,O60885,0.7119,0.7119
O60885_CHEMBL5408527,O60885,0.5933,0.5933
O60885_CHEMBL5406617,O60885,0.6221,0.6221
O60885_CHEMBL5423358,O60885,0.6665,0.6665
O60885_CHEMBL5396203,O60885,0.6304,0.6304
O60885_CHEMBL5405309,O60885,0.6743,0.6743
O60885_CHEMBL5435358,O60885,0.6665,0.6665
O60885_CHEMBL5394959,O60885,0.7295,0.7295
O60885_CHEMBL5416735,O60885,0.7163,0.7163
O60885_CHEMBL5428438,O60885,0.6836,0.6836
O60885_CHEMBL5423609,O60885,0.7007,0.7007
O60885_CHEMBL5426726,O60885,0.6797,0.6797
O60885_CHEMBL5439504,O60885,0.6514,0.6514
O60885_CHEMBL5430595,O60885,0.6475,0.6475
O60885_CHEMBL5427802,O60885,0.4111,0.5972
O60885_CHEMBL5416468,O60885,0.5693,0.5693
O60885_CHEMBL5396537,O60885,0.5986,0.5986
O60885_CHEMBL5418544,O60885,0.5986,0.5986
O60885_CHEMBL5431657,O60885,0.5923,0.5923
O60885_CHEMBL5439456,O60885,0.5845,0.5845
O60885_CHEMBL5397122,O60885,0.4138,0.7368
O60885_CHEMBL5424066,O60885,0.4092,0.6626
O60885_CHEMBL5422964,O60885,0.4045,0.7402
O60885_CHEMBL5422361,O60885,0.4045,0.7866
O60885_CHEMBL5437464,O60885,0.4558,0.7715
O60885_CHEMBL5409547,O60885,0.47,0.6885
O60885_CHEMBL5415295,O60885,0.4221,0.7866
O60885_CHEMBL5397177,O60885,0.4138,0.7837
O60885_CHEMBL5411832,O60885,0.6001,0.6001
O60885_CHEMBL5407801,O60885,0.4595,0.6353
O60885_CHEMBL5422566,O60885,0.4932,0.6528
O60885_CHEMBL5406228,O60885,0.4507,0.5405
O60885_CHEMBL5416135,O60885,0.9517,0.9517
O60885_CHEMBL5416632,O60885,0.9517,0.9517
O60885_CHEMBL5402948,O60885,0.853,0.853
O60885_CHEMBL5404499,O60885,0.853,0.853
O60885_CHEMBL5393966,O60885,0.4558,0.7222
O60885_CHEMBL5420388,O60885,0.439,0.7397
O60885_CHEMBL5429506,O60885,0.439,0.8145
O60885_CHEMBL5426710,O60885,0.3167,0.5
O60885_CHEMBL5429974,O60885,0.45,0.8384
O60885_CHEMBL5398464,O60885,0.5698,1.0
O60885_CHEMBL5426714,O60885,0.2876,0.45
O60885_CHEMBL5405549,O60885,0.3286,0.7451
O60885_CHEMBL5433198,O60885,0.3428,0.6665
O60885_CHEMBL5431061,O60885,0.3372,0.6094
O60885_CHEMBL5409043,O60885,0.2976,0.6152
O60885_CHEMBL5434529,O60885,0.2908,0.5737
O60885_CHEMBL5416328,O60885,0.3374,0.6611
O60885_CHEMBL5424589,O60885,0.3381,0.6729
O60885_CHEMBL5415843,O60885,0.373,0.7598
O60885_CHEMBL5421726,O60885,0.2874,0.8071
O60885_CHEMBL5406183,O60885,0.564,0.564
O60885_CHEMBL5409305,O60885,0.6089,0.6089
O60885_CHEMBL5416329,O60885,0.4902,0.4902
O60885_CHEMBL5398000,O60885,0.7104,0.7104
O60885_CHEMBL5422163,O60885,0.7681,0.7681
O60885_CHEMBL5401253,O60885,0.7759,0.7759
O60885_CHEMBL5440537,O60885,0.7534,0.7534
O60885_CHEMBL5403848,O60885,0.7534,0.7534
O60885_CHEMBL5420752,O60885,0.7646,0.8193
O60885_CHEMBL5440963,O60885,0.7573,0.7573
O60885_CHEMBL5439607,O60885,0.7578,0.7578
O60885_CHEMBL5434035,O60885,0.2878,0.5
O75116_CHEMBL5439783,O75116,0.5068,0.5068
O75116_CHEMBL5435627,O75116,0.5068,0.5068
O75116_CHEMBL5422545,O75116,0.5688,1.0
O75116_CHEMBL5414693,O75116,0.5,0.5
O75116_CHEMBL5430368,O75116,0.5,0.5
O75116_CHEMBL5411877,O75116,0.2646,1.0
O75116_CHEMBL5396883,O75116,0.7568,1.0
O75116_CHEMBL5399426,O75116,1.0,1.0
O75116_CHEMBL5434756,O75116,0.8462,0.8462
O75116_CHEMBL5407662,O75116,1.0,1.0
O75116_CHEMBL5403816,O75116,0.7998,0.8184
O75116_CHEMBL5397091,O75116,0.5508,0.5508
O75116_CHEMBL5405298,O75116,0.5,0.5
O75116_CHEMBL5438833,O75116,0.5,0.5
O75116_CHEMBL5398844,O75116,0.5,0.5
O75116_CHEMBL5403605,O75116,0.522,0.522
O75116_CHEMBL5408850,O75116,0.522,0.522
O75116_CHEMBL5411955,O75116,0.7446,0.7803
O75116_CHEMBL5437526,O75116,0.522,0.522
O75116_CHEMBL5399221,O75116,0.522,0.522
O75116_CHEMBL5428479,O75116,0.5332,0.5332
O75116_CHEMBL5408387,O75116,0.5332,0.5332
O75116_CHEMBL5439971,O75116,0.5513,0.5513
O75116_CHEMBL5417698,O75116,0.5513,0.5513
O75116_CHEMBL5424408,O75116,0.4932,0.4932
O75116_CHEMBL5439375,O75116,0.5698,0.5698
O75116_CHEMBL5426208,O75116,0.5698,0.5698
O75116_CHEMBL5421321,O75116,0.7231,0.7231
O75116_CHEMBL5397611,O75116,0.6914,0.6914
O75116_CHEMBL5409106,O75116,0.5146,0.5146
O75116_CHEMBL5416265,O75116,0.71,0.71
O75116_CHEMBL5414146,O75116,0.522,0.522
O75116_CHEMBL5403088,O75116,0.5332,0.5332
O75116_CHEMBL5409229,O75116,0.5332,0.5332
O75116_CHEMBL5403685,O75116,0.5,0.5
O75116_CHEMBL5427927,O75116,0.5,0.5
O75116_CHEMBL5400934,O75116,0.2627,1.0
O75116_CHEMBL5438374,O75116,0.2886,1.0
O75116_CHEMBL5414576,O75116,0.3735,1.0
O75116_CHEMBL5428430,O75116,0.2551,1.0
O75116_CHEMBL5421280,O75116,0.2554,0.8696
O75116_CHEMBL5404104,O75116,0.2571,1.0
O75116_CHEMBL5412156,O75116,0.2903,0.8335
O75116_CHEMBL5406146,O75116,0.2605,1.0
O75116_CHEMBL5437264,O75116,0.2827,0.8594
O75116_CHEMBL5422811,O75116,0.3691,1.0
O75116_CHEMBL5407182,O75116,0.344,1.0
O75116_CHEMBL5440366,O75116,0.3147,1.0
O75116_CHEMBL5428749,O75116,0.2842,0.8242
O75116_CHEMBL5426560,O75116,0.3403,0.7974
O75116_CHEMBL5425811,O75116,0.2605,1.0
O75116_CHEMBL5430350,O75116,0.7085,0.7803
O75116_CHEMBL5403316,O75116,0.5586,0.5586
O75116_CHEMBL5420736,O75116,0.5586,0.5586
O75116_CHEMBL5418416,O75116,0.5513,0.5513
O75116_CHEMBL5420109,O75116,0.5513,0.5513
O75116_CHEMBL5440816,O75116,0.5293,0.5293
O75116_CHEMBL5400899,O75116,0.5293,0.5293
O75116_CHEMBL5419207,O75116,0.5781,0.5781
O75116_CHEMBL5412281,O75116,0.5781,0.5781
O75874_CHEMBL5406779,O75874,0.6235,0.6235
O75874_CHEMBL5395826,O75874,0.6514,0.6514
O75874_CHEMBL5397019,O75874,0.7144,0.7144
O75874_CHEMBL5435681,O75874,1.0,1.0
O75874_CHEMBL5395971,O75874,0.8501,0.8501
O75874_CHEMBL5429617,O75874,0.6523,0.6523
O75874_CHEMBL5435016,O75874,0.3645,0.4648
O75874_CHEMBL5427214,O75874,0.6772,0.6772
O75874_CHEMBL5407884,O75874,1.0,1.0
O75874_CHEMBL5440722,O75874,0.6353,0.6353
O75874_CHEMBL5430621,O75874,0.6665,0.6665
O75874_CHEMBL5431953,O75874,0.6104,0.6104
O75874_CHEMBL5401441,O75874,0.3418,0.3999
O75874_CHEMBL5402222,O75874,0.7144,0.7144
O75874_CHEMBL5401096,O75874,0.9102,0.9102
O75874_CHEMBL5426190,O75874,0.5,0.5
O75874_CHEMBL5395437,O75874,0.8481,0.8481
O75874_CHEMBL5420050,O75874,0.8701,0.8701
O75874_CHEMBL5436549,O75874,1.0,1.0
O75874_CHEMBL5394135,O75874,1.0,1.0
O75874_CHEMBL5432595,O75874,0.8506,0.8506
O75874_CHEMBL5399782,O75874,0.8271,0.8271
O75874_CHEMBL5398072,O75874,1.0,1.0
O75874_CHEMBL5426656,O75874,0.6836,0.6836
O75874_CHEMBL5429295,O75874,0.6709,0.6709
O75874_CHEMBL5400253,O75874,0.6494,0.6772
O75874_CHEMBL5422753,O75874,0.6309,0.6309
O75874_CHEMBL5410097,O75874,0.644,0.644
O75874_CHEMBL5410611,O75874,1.0,1.0
O75874_CHEMBL5413084,O75874,0.8481,0.8481
O75874_CHEMBL5403346,O75874,0.6484,0.6484
O75874_CHEMBL5408062,O75874,0.6738,0.6958
O75874_CHEMBL5400037,O75874,1.0,1.0
O75874_CHEMBL5436629,O75874,0.6958,0.6958
O75874_CHEMBL5414869,O75874,0.3506,0.4761
O75874_CHEMBL5425321,O75874,0.6528,0.6528
O75874_CHEMBL5436810,O75874,0.7354,0.7354
O75874_CHEMBL5408544,O75874,0.3831,0.5181
O75874_CHEMBL5426446,O75874,0.9849,0.9849
O94925_CHEMBL5427008,O94925,0.7935,0.7935
O94925_CHEMBL5409568,O94925,0.6807,0.6807
O94925_CHEMBL5415915,O94925,0.8594,0.8594
O94925_CHEMBL5405118,O94925,0.7261,0.7261
O94925_CHEMBL5404634,O94925,0.6548,0.9214
O94925_CHEMBL5435169,O94925,0.4883,0.4883
O94925_CHEMBL5409517,O94925,0.4773,0.4773
O94925_CHEMBL5396896,O94925,0.7935,0.7935
O94925_CHEMBL5411562,O94925,0.7744,0.7744
O94925_CHEMBL5411945,O94925,1.0,1.0
O94925_CHEMBL5433686,O94925,0.7632,0.7632
O94925_CHEMBL5415283,O94925,0.8677,0.8677
O94925_CHEMBL5428990,O94925,0.8677,0.8677
O94925_CHEMBL5428837,O94925,0.8804,0.8804
O94925_CHEMBL5394045,O94925,0.8804,0.8804
O94925_CHEMBL5412557,O94925,0.9385,0.9385
O94925_CHEMBL5429833,O94925,0.9385,0.9385
O94925_CHEMBL5439210,O94925,0.5713,0.5713
O94925_CHEMBL5411575,O94925,0.9385,0.9385
O94925_CHEMBL5401042,O94925,0.6377,0.6377
O94925_CHEMBL5398509,O94925,0.5249,0.5249
O94925_CHEMBL5422173,O94925,0.8228,0.8228
O94925_CHEMBL5417938,O94925,0.8198,0.8198
O94925_CHEMBL5437177,O94925,0.8438,0.8438
O94925_CHEMBL5436876,O94925,0.8613,0.8613
O94925_CHEMBL5423461,O94925,0.7681,0.7681
O94925_CHEMBL5416007,O94925,0.7573,0.7856
O94925_CHEMBL5396169,O94925,0.7573,0.7856
O94925_CHEMBL5433758,O94925,0.4941,0.4941
O94925_CHEMBL5399021,O94925,0.6665,0.7368
O94925_CHEMBL5396294,O94925,0.7573,0.7856
O94925_CHEMBL5396133,O94925,0.7124,0.7397
O94925_CHEMBL5419657,O94925,0.7681,0.7715
O94925_CHEMBL5399908,O94925,0.5059,0.5059
