compound_id,uniprot,affinity,ex_label,fl_label,sim_union
O60341_CHEMBL5432041,O60341,7.16,,,0.5063
O60341_CHEMBL5423712,O60341,6.98,,,0.5127
O60341_CHEMBL5401491,O60341,6.74,,,0.4875
O60341_CHEMBL5432465,O60341,6.7,,,0.4937
O60341_CHEMBL5439259,O60341,7.37,,,0.5269
O60341_CHEMBL5438431,O60341,6.71,,6.23,1.0
O60341_CHEMBL5410672,O60341,6.91,,,0.5225
O60341_CHEMBL5430017,O60341,6.16,,,0.5454
O60341_CHEMBL5406479,O60341,7.55,7.55,7.55,0.6289
O60341_CHEMBL5413049,O60341,7.38,,,0.5645
O60341_CHEMBL5434915,O60341,6.65,6.65,6.65,0.5186
O60341_CHEMBL5432927,O60341,6.49,,,0.5776
O60341_CHEMBL5437604,O60341,5.34,,,0.6548
O60341_CHEMBL5405904,O60341,6.6,,,0.5713
O60341_CHEMBL5420365,O60341,5.22,,,0.7446
O60341_CHEMBL5421422,O60341,6.55,,,0.7998
O60341_CHEMBL5422216,O60341,6.64,,,0.8193
O60341_CHEMBL5433323,O60341,7.49,,,0.5156
O60341_CHEMBL5409970,O60341,6.64,,,0.541
O60341_CHEMBL5426797,O60341,5.77,5.68,5.68,0.8374
O60341_CHEMBL5434546,O60341,5.55,,,0.5669
O60341_CHEMBL5429228,O60341,5.39,5.39,5.39,0.5273
O60341_CHEMBL5435026,O60341,5.58,,,0.5273
O60341_CHEMBL5407947,O60341,5.32,5.32,5.32,0.6167
O60341_CHEMBL5440105,O60341,6.68,,,0.4937
O60341_CHEMBL5406671,O60341,5.68,,,0.6802
O60341_CHEMBL5429994,O60341,6.02,,,0.3835
O60341_CHEMBL5419169,O60341,6.85,,,0.7661
O60341_CHEMBL5440680,O60341,6.64,,,0.7817
O60341_CHEMBL5409400,O60341,5.27,,,0.5322
O60341_CHEMBL5420493,O60341,5.41,,,0.6431
O60341_CHEMBL5411051,O60341,6.13,,,0.6772
O60341_CHEMBL5428732,O60341,7.21,7.21,7.21,0.5781
O60341_CHEMBL5415964,O60341,7.07,,,0.8184
O60341_CHEMBL5399635,O60341,5.08,,,0.5645
O60341_CHEMBL5406759,O60341,5.37,,,0.5791
O60341_CHEMBL5413744,O60341,5.5,5.5,5.5,0.5
O60341_CHEMBL5428176,O60341,5.28,,,0.5537
O60341_CHEMBL5440196,O60341,5.3,,,0.6362
O60341_CHEMBL5428924,O60341,5.19,,,0.6079
O60341_CHEMBL5396510,O60341,6.87,6.87,6.87,0.5225
O60341_CHEMBL5397056,O60341,7.06,7.06,7.06,0.623
O60341_CHEMBL5416718,O60341,6.93,,,0.5908
O60341_CHEMBL5422540,O60341,7.2,7.2,7.2,0.6196
O60341_CHEMBL5435872,O60341,7.28,,,0.6499
O60341_CHEMBL5434343,O60341,7.3,7.3,7.3,0.5454
O60341_CHEMBL5399692,O60341,6.99,6.99,6.99,0.6143
O60341_CHEMBL5410411,O60341,6.22,,,0.5908
O60341_CHEMBL5435978,O60341,6.94,,,0.5073
O60341_CHEMBL5436412,O60341,4.66,,,0.5156
O60341_CHEMBL5407104,O60341,5.3,,,0.4844
O60341_CHEMBL5406892,O60341,4.64,,,0.4558
O60341_CHEMBL5426980,O60341,4.7,,,0.4775
O60341_CHEMBL5397316,O60341,6.47,,,0.5908
O60341_CHEMBL5437172,O60341,7.21,,,0.4844
O60341_CHEMBL5430058,O60341,6.4,,,0.5693
O60341_CHEMBL5406132,O60341,6.43,,,0.6392
O60341_CHEMBL5409890,O60341,4.62,,,0.6191
O60341_CHEMBL5406521,O60341,6.47,6.47,6.47,0.7192
O60341_CHEMBL5435173,O60341,6.68,6.68,6.68,0.6562
O60341_CHEMBL5404495,O60341,6.82,,,0.5
O60341_CHEMBL5410286,O60341,6.75,,,0.4844
O60341_CHEMBL5425391,O60341,6.19,,,0.5874
O60341_CHEMBL5423330,O60341,7.82,7.82,7.82,0.6191
O60341_CHEMBL5428936,O60341,7.92,7.92,7.92,0.6611
O60341_CHEMBL5413148,O60341,7.75,7.75,7.75,0.6289
O60341_CHEMBL5428788,O60341,6.0,,,0.5571
O60341_CHEMBL5436427,O60341,6.16,,,0.5654
O60341_CHEMBL5425120,O60341,6.26,,,0.5342
O60341_CHEMBL5423110,O60341,6.79,,,0.5571
O60341_CHEMBL5431790,O60341,6.96,6.96,6.96,0.5908
O60341_CHEMBL5399676,O60341,7.055,7.3,7.3,0.5493
O60341_CHEMBL5440601,O60341,4.7,,,0.4639
O60341_CHEMBL5413316,O60341,5.37,,,0.5771
O60341_CHEMBL5440032,O60341,5.32,,,0.6362
O60341_CHEMBL5405377,O60341,5.76,5.76,5.76,0.5654
O60341_CHEMBL5400631,O60341,6.07,,,0.6001
O60341_CHEMBL5416905,O60341,7.44,,,0.541
O60341_CHEMBL5413825,O60341,5.41,,,0.6099
O60341_CHEMBL5416497,O60341,7.0,,,0.5557
O60341_CHEMBL5415883,O60341,6.15,,,0.6201
O60341_CHEMBL5394389,O60341,6.05,,,0.5972
O60341_CHEMBL5405788,O60341,6.01,6.01,6.01,0.4927
O60341_CHEMBL5419993,O60341,6.02,6.02,6.02,0.5073
O60341_CHEMBL5417682,O60341,5.47,5.47,5.47,0.5601
O60341_CHEMBL5408302,O60341,6.97,,,0.5161
O60341_CHEMBL5435117,O60341,6.97,6.97,6.97,0.5615
O60341_CHEMBL5408598,O60341,6.17,6.17,6.17,0.5083
O60341_CHEMBL5398801,O60341,6.74,,,0.5078
O60341_CHEMBL5400344,O60341,6.94,,,0.623
O60341_CHEMBL5414185,O60341,6.76,,,0.5386
O60341_CHEMBL5439488,O60341,5.27,5.27,5.27,0.5371
O60341_CHEMBL5416264,O60341,5.17,,,0.6226
O60341_CHEMBL5406191,O60341,5.29,,,0.4866
O60341_CHEMBL5433364,O60341,5.62,,,0.5762
O60341_CHEMBL5403602,O60341,5.57,,,0.5713
O60341_CHEMBL5429412,O60341,5.31,,,0.6001
O60341_CHEMBL5436035,O60341,5.71,,,0.6167
O60341_CHEMBL5403862,O60341,5.61,5.61,5.61,0.5645
O60341_CHEMBL5419295,O60341,5.31,5.31,5.31,0.6226
O60341_CHEMBL5424948,O60341,5.48,,,0.6152
O60341_CHEMBL5418093,O60341,5.47,,,0.6152
O60341_CHEMBL5401496,O60341,5.29,5.29,5.29,0.6152
O60341_CHEMBL5404895,O60341,6.6,,,0.5332
O60341_CHEMBL5424591,O60341,7.49,,,0.5713
O60341_CHEMBL5403548,O60341,5.77,,,0.7168
O60341_CHEMBL5435587,O60341,6.29,,,0.6079
O60341_CHEMBL5396414,O60341,6.32,,,0.5591
O60341_CHEMBL5396152,O60341,7.24,,,0.5
O60341_CHEMBL5418619,O60341,6.85,,,0.5396
O60341_CHEMBL5416406,O60341,7.25,,,0.5161
O60341_CHEMBL5438908,O60341,7.58,,,0.5254
O60674_CHEMBL5412815,O60674,8.74,,,0.7075
O60674_CHEMBL5424439,O60674,7.57,,,0.6333
O60674_CHEMBL5398468,O60674,8.42,8.42,8.42,0.5073
O60674_CHEMBL5429688,O60674,6.38,6.375718,6.375718,0.5713
O60674_CHEMBL5408539,O60674,6.96,6.966576,6.966576,0.6079
O60674_CHEMBL5417474,O60674,7.6,,,0.6323
O60674_CHEMBL5395839,O60674,7.12,,,0.6416
O60674_CHEMBL5403897,O60674,7.77,,,0.6514
O60674_CHEMBL5420083,O60674,7.58,,,0.5454
O60674_CHEMBL5420971,O60674,6.96,,,0.6719
O60674_CHEMBL5424098,O60674,7.445,8.22,8.22,0.5913
O60674_CHEMBL5423387,O60674,7.06,7.06,6.824999999999999,0.7432
O60674_CHEMBL5430795,O60674,7.8,7.8,7.8,0.8286
O60674_CHEMBL5405043,O60674,7.57,,,0.8286
O60674_CHEMBL5410919,O60674,7.88,7.88,7.88,0.7085
O60674_CHEMBL5435417,O60674,8.06,8.06,8.06,0.7715
O60674_CHEMBL5439582,O60674,7.06,7.06,7.06,0.8384
O60674_CHEMBL5427932,O60674,8.07,8.07,8.07,0.875
O60674_CHEMBL5405140,O60674,7.37,7.37,7.37,0.8594
O60674_CHEMBL5404261,O60674,6.73,6.73,6.73,0.8311
O60674_CHEMBL5441087,O60674,7.19,7.19,6.965,0.7974
O60674_CHEMBL5440017,O60674,7.61,7.61,7.61,0.7568
O60674_CHEMBL5434116,O60674,7.05,7.05,7.55,1.0
O60674_CHEMBL5396523,O60674,8.05,8.05,8.05,0.8286
O60674_CHEMBL5423894,O60674,7.48,7.48,7.48,0.791
O60674_CHEMBL5424497,O60674,6.72,,,0.6055
O60674_CHEMBL5409953,O60674,8.0,,,0.6787
O60674_CHEMBL5422886,O60674,8.22,,,0.5522
O60674_CHEMBL5412967,O60674,8.7,,,0.5068
O60674_CHEMBL5419117,O60674,7.05,,,0.5396
O60674_CHEMBL5402252,O60674,6.26,,,0.5713
O60674_CHEMBL5436068,O60674,6.15,,,0.4531
O60674_CHEMBL5435274,O60674,6.49,,,0.7192
O60674_CHEMBL5407329,O60674,7.96,,,0.5806
O60674_CHEMBL5407260,O60674,8.4,,,0.48
O60674_CHEMBL5396554,O60674,8.3,,,0.48
O60674_CHEMBL5415586,O60674,7.85,,,0.7407
O60674_CHEMBL5409666,O60674,8.1,,,0.6665
O60674_CHEMBL5433426,O60674,7.54,,,0.5645
O60674_CHEMBL5395378,O60674,7.82,7.82,7.82,0.623
O60674_CHEMBL5420468,O60674,4.76,4.76,4.76,0.9458
O60674_CHEMBL5403288,O60674,8.47,8.47,8.47,0.4143
O60674_CHEMBL5430060,O60674,8.15,8.15,8.15,0.3635
O60674_CHEMBL5432029,O60674,8.36,8.36,8.36,0.375
O60674_CHEMBL5436997,O60674,8.1,8.1,8.1,0.3218
O60674_CHEMBL5417435,O60674,8.05,8.05,8.05,0.3684
O60674_CHEMBL5432284,O60674,7.89,7.89,7.89,0.3977
O60674_CHEMBL5402797,O60674,8.41,8.41,8.41,0.3882
O60674_CHEMBL5405344,O60674,9.01,9.01,9.01,0.4324
O60674_CHEMBL5410239,O60674,8.27,8.27,8.27,0.3794
O60674_CHEMBL5404765,O60674,9.01,9.01,9.01,0.4187
O60674_CHEMBL5434965,O60674,8.41,8.41,8.41,0.3948
O60674_CHEMBL5429675,O60674,8.52,8.52,8.82,0.3835
O60674_CHEMBL5402554,O60674,8.47,8.47,8.47,0.3684
O60674_CHEMBL5415481,O60674,8.82,8.82,8.82,0.3835
O60674_CHEMBL5408994,O60674,7.545,8.4,8.4,0.6162
O60674_CHEMBL5419978,O60674,7.630000000000001,8.3,8.3,0.6162
O60674_CHEMBL5435482,O60674,8.7,,,0.6338
O60674_CHEMBL5408205,O60674,8.36,8.36,8.36,0.6851
O60674_CHEMBL5436744,O60674,7.91,7.91,7.91,0.7026
O60674_CHEMBL5440510,O60674,8.22,8.22,8.22,0.6362
O60674_CHEMBL5438892,O60674,8.6,8.6,8.6,0.6362
O60674_CHEMBL5414095,O60674,7.21,7.21,7.21,0.5322
O60674_CHEMBL5412619,O60674,8.47,8.47,8.47,0.5239
O60674_CHEMBL5437653,O60674,5.62,5.62,6.86,0.5942
O60674_CHEMBL5400209,O60674,6.86,6.86,6.86,0.5942
O60674_CHEMBL5437261,O60674,7.57,,,0.5557
O60674_CHEMBL5419271,O60674,8.57,8.57,8.57,0.5557
O60674_CHEMBL5436383,O60674,8.58,8.58,8.58,0.4729
O60674_CHEMBL5431257,O60674,7.72,,,0.7168
O60674_CHEMBL5440264,O60674,8.05,,,0.5942
O60674_CHEMBL5420928,O60674,8.4,8.4,8.4,0.6113
O60674_CHEMBL5413489,O60674,8.3,,,0.6353
O60674_CHEMBL5429461,O60674,4.85,,,0.9199
O60674_CHEMBL5421116,O60674,8.33,8.33,8.85,0.623
O60674_CHEMBL5422793,O60674,9.37,9.37,8.85,0.623
O60674_CHEMBL5430869,O60674,8.8,,,0.521
O60885_CHEMBL5437203,O60885,5.6,,,0.6528
O60885_CHEMBL5416784,O60885,6.9,,,0.6968
O60885_CHEMBL5407959,O60885,7.87,,,0.7095
O60885_CHEMBL5394534,O60885,7.23,,,0.7271
O60885_CHEMBL5414323,O60885,6.99,,,0.543
O60885_CHEMBL5401408,O60885,5.575,,,0.75
O60885_CHEMBL5440275,O60885,7.05,,,0.6152
O60885_CHEMBL5436620,O60885,5.075,,,0.4531
O60885_CHEMBL5401812,O60885,5.155,,,0.4839
O60885_CHEMBL5432311,O60885,5.93,,,0.4126
O60885_CHEMBL5394840,O60885,5.745,,,0.4084
O60885_CHEMBL5414143,O60885,6.115,,,0.3972
O60885_CHEMBL5424895,O60885,5.73,,,0.3999
O60885_CHEMBL5439894,O60885,6.13,,,0.4395
O60885_CHEMBL5435639,O60885,6.045,,,0.4395
O60885_CHEMBL5431833,O60885,6.57,,,0.4688
O60885_CHEMBL5435025,O60885,6.119999999999999,,,0.4854
O60885_CHEMBL5411975,O60885,6.24,,,0.4639
O60885_CHEMBL5405537,O60885,5.795,,,0.3918
O60885_CHEMBL5419237,O60885,5.815,,,0.4329
O60885_CHEMBL5400204,O60885,6.09,,,0.4133
O60885_CHEMBL5409544,O60885,6.11,,,0.4285
O60885_CHEMBL5420313,O60885,5.575,,,0.4395
O60885_CHEMBL5412097,O60885,5.26,,,0.4084
O60885_CHEMBL5406544,O60885,5.18,,,0.4707
O60885_CHEMBL5429382,O60885,5.1850000000000005,,,0.4307
O60885_CHEMBL5435156,O60885,5.3100000000000005,,,0.4092
O60885_CHEMBL5437305,O60885,5.43,,,0.4658
O60885_CHEMBL5417286,O60885,5.75,,,0.6597
O60885_CHEMBL5427202,O60885,5.800000000000001,,,0.6597
O60885_CHEMBL5419274,O60885,5.63,,,0.5972
O60885_CHEMBL5426703,O60885,6.09,,,0.5713
O60885_CHEMBL5429376,O60885,5.33,,,0.6001
O60885_CHEMBL5423707,O60885,7.43,,,0.3489
O60885_CHEMBL5440150,O60885,5.505,,,0.3975
O60885_CHEMBL5438020,O60885,7.295,,,0.7847
O60885_CHEMBL5420638,O60885,6.87,,,0.6577
O60885_CHEMBL5406585,O60885,8.38,,,0.5293
O60885_CHEMBL5404986,O60885,8.32,,,0.5293
O60885_CHEMBL5416229,O60885,7.92,,,0.5269
O60885_CHEMBL5427136,O60885,7.41,,,0.5415
O60885_CHEMBL5430730,O60885,7.72,,,0.6514
O60885_CHEMBL5396885,O60885,5.38,,,0.4062
O60885_CHEMBL5403013,O60885,6.95,,,0.5938
O60885_CHEMBL5410968,O60885,6.95,,,0.6377
O60885_CHEMBL5412127,O60885,6.66,,,0.6621
O60885_CHEMBL5421238,O60885,7.12,,,0.6924
O60885_CHEMBL5434467,O60885,6.26,,,0.6118
O60885_CHEMBL5418320,O60885,5.81,,,0.5977
O60885_CHEMBL5408013,O60885,6.38,,,0.5977
O60885_CHEMBL5402704,O60885,5.76,,,0.5776
O60885_CHEMBL5408583,O60885,6.07,,,0.6191
O60885_CHEMBL5395241,O60885,5.97,,,0.6182
O60885_CHEMBL5402431,O60885,6.52,,,0.5845
O60885_CHEMBL5402922,O60885,6.66,,,0.5845
O60885_CHEMBL5422245,O60885,6.06,,,0.4805
O60885_CHEMBL5426693,O60885,6.24,,,0.5601
O60885_CHEMBL5430428,O60885,6.18,,,0.4954
O60885_CHEMBL5437467,O60885,6.1,,,0.5776
O60885_CHEMBL5415794,O60885,6.86,,,0.6309
O60885_CHEMBL5410310,O60885,5.85,,,0.5977
O60885_CHEMBL5422930,O60885,6.04,,,0.6045
O60885_CHEMBL5417441,O60885,6.09,,,0.5908
O60885_CHEMBL5417454,O60885,5.77,,,0.5776
O60885_CHEMBL5428017,O60885,5.77,,,0.5908
O60885_CHEMBL5440739,O60885,7.01,,,0.5908
O60885_CHEMBL5412529,O60885,6.09,,,0.5776
O60885_CHEMBL5409700,O60885,6.54,,,0.6191
O60885_CHEMBL5428087,O60885,6.66,,,0.6045
O60885_CHEMBL5403358,O60885,6.81,,,0.6265
O60885_CHEMBL5426964,O60885,6.94,,,0.625
O60885_CHEMBL5427957,O60885,6.7,,,0.5908
O60885_CHEMBL5438409,O60885,6.89,,,0.5908
O60885_CHEMBL5403473,O60885,6.61,,,0.5913
O60885_CHEMBL5406467,O60885,6.53,,,0.4851
O60885_CHEMBL5437723,O60885,6.48,,,0.5
O60885_CHEMBL5419367,O60885,7.21,,,0.6387
O60885_CHEMBL5394764,O60885,6.72,,,0.5977
O60885_CHEMBL5401381,O60885,7.05,,,0.5845
O60885_CHEMBL5418129,O60885,7.25,,,0.5977
O60885_CHEMBL5417495,O60885,6.78,,,0.5977
O60885_CHEMBL5421723,O60885,6.27,,,0.5508
O60885_CHEMBL5408776,O60885,6.24,,,0.4949
O60885_CHEMBL5415796,O60885,6.28,,,0.49
O60885_CHEMBL5400502,O60885,6.67,,,0.5532
O60885_CHEMBL5409453,O60885,6.81,,,0.5093
O60885_CHEMBL5395480,O60885,6.53,,,0.6094
O60885_CHEMBL5398977,O60885,6.6,,,0.5977
O60885_CHEMBL5429440,O60885,7.22,,,0.5845
O60885_CHEMBL5422122,O60885,7.15,,,0.6323
O60885_CHEMBL5416208,O60885,7.15,,,0.6514
O60885_CHEMBL5435085,O60885,6.69,,,0.6001
O60885_CHEMBL5413543,O60885,6.75,,,0.6831
O60885_CHEMBL5437669,O60885,6.74,,,0.6411
O60885_CHEMBL5421597,O60885,6.8,,,0.4856
O60885_CHEMBL5397570,O60885,5.355,,,0.3589
O60885_CHEMBL5430358,O60885,5.29,,,0.4321
O60885_CHEMBL5435289,O60885,4.84,,,0.3923
O60885_CHEMBL5425156,O60885,5.08,,,0.3733
O60885_CHEMBL5397432,O60885,5.27,,,0.3923
O60885_CHEMBL5412647,O60885,5.05,,,0.408
O60885_CHEMBL5431086,O60885,5.3,,,0.3733
O60885_CHEMBL5424755,O60885,5.05,,,0.3999
O60885_CHEMBL5394236,O60885,5.045,,,0.3889
O60885_CHEMBL5426902,O60885,5.02,,,0.4138
O60885_CHEMBL5409622,O60885,5.16,,,0.4109
O60885_CHEMBL5415469,O60885,5.44,,,0.5366
O60885_CHEMBL5419925,O60885,5.28,,,0.5737
O60885_CHEMBL5400544,O60885,5.28,,,0.4028
O60885_CHEMBL5415548,O60885,5.035,,,0.4507
O60885_CHEMBL5434208,O60885,5.11,,,0.4348
O60885_CHEMBL5413668,O60885,5.1,,,0.3943
O60885_CHEMBL5424207,O60885,5.65,,,0.4583
O60885_CHEMBL5414895,O60885,4.925,,,0.3796
O60885_CHEMBL5409463,O60885,7.07,,,0.7666
O60885_CHEMBL5431009,O60885,5.805,,,0.5317
O60885_CHEMBL5398139,O60885,6.58,,,0.6514
O60885_CHEMBL5407114,O60885,6.75,,,0.7075
O60885_CHEMBL5435255,O60885,7.265000000000001,,,0.6865
O60885_CHEMBL5416494,O60885,6.255,,,0.6118
O60885_CHEMBL5420470,O60885,7.515,,,0.5322
O60885_CHEMBL5416132,O60885,6.12,,,0.5312
O60885_CHEMBL5428113,O60885,6.17,,,0.4844
O60885_CHEMBL5431735,O60885,5.94,,,0.5933
O60885_CHEMBL5399489,O60885,7.845000000000001,,,0.6753
O60885_CHEMBL5424952,O60885,9.35,,,0.8389
O60885_CHEMBL5440797,O60885,5.949999999999999,,,0.4204
O60885_CHEMBL5415106,O60885,7.16,,,0.4875
O60885_CHEMBL5425218,O60885,8.19,,,0.47
O60885_CHEMBL5432760,O60885,5.32,,,0.4492
O60885_CHEMBL5421082,O60885,7.03,,,0.5615
O60885_CHEMBL5432892,O60885,7.35,,,0.5762
O60885_CHEMBL5394142,O60885,4.995,,,0.5674
O60885_CHEMBL5422546,O60885,4.984999999999999,,,0.5815
O60885_CHEMBL5439855,O60885,4.465,,,0.5625
O60885_CHEMBL5408978,O60885,4.73,,,0.5332
O60885_CHEMBL5409681,O60885,4.66,,,0.5332
O60885_CHEMBL5416926,O60885,5.46,,,0.5347
O60885_CHEMBL5405269,O60885,5.68,,,0.52
O60885_CHEMBL5409461,O60885,5.145,,,0.5229
O60885_CHEMBL5415611,O60885,5.18,,,0.6514
O60885_CHEMBL5422534,O60885,7.2,,,0.564
O60885_CHEMBL5405779,O60885,7.46,,,0.5884
O60885_CHEMBL5403879,O60885,5.325,,,0.3647
O60885_CHEMBL5408181,O60885,7.9,,,0.814
O60885_CHEMBL5426022,O60885,8.65,,,0.8335
O60885_CHEMBL5426762,O60885,7.6,,,0.8335
O60885_CHEMBL5400407,O60885,7.5,,,0.6079
O60885_CHEMBL5414236,O60885,6.91,,,0.6787
O60885_CHEMBL5405536,O60885,7.6,,,0.5347
O60885_CHEMBL5432627,O60885,7.3,,,0.5742
O60885_CHEMBL5411662,O60885,7.38,,,0.5254
O60885_CHEMBL5399062,O60885,7.21,,,0.6489
O60885_CHEMBL5438588,O60885,7.8,,,0.6431
O60885_CHEMBL5422966,O60885,7.42,,,0.6128
O60885_CHEMBL5432665,O60885,6.6,,,0.5967
O60885_CHEMBL5440431,O60885,5.949999999999999,,,0.6479
O60885_CHEMBL5413916,O60885,6.199999999999999,,,0.6479
O60885_CHEMBL5418662,O60885,5.5,,,0.5898
O60885_CHEMBL5395658,O60885,5.7,,,0.5972
O60885_CHEMBL5394124,O60885,6.15,,,0.6055
O60885_CHEMBL5395952,O60885,6.2,,,0.6387
O60885_CHEMBL5439597,O60885,5.7,,,0.7231
O60885_CHEMBL5409942,O60885,6.95,,,0.6387
O60885_CHEMBL5414030,O60885,6.699999999999999,,,0.6528
O60885_CHEMBL5416283,O60885,6.449999999999999,,,0.6216
O60885_CHEMBL5421774,O60885,6.5,,,0.6304
O60885_CHEMBL5400900,O60885,6.35,,,0.6133
O60885_CHEMBL5411322,O60885,6.65,,,0.6304
O60885_CHEMBL5425663,O60885,5.95,,,0.6196
O60885_CHEMBL5413795,O60885,5.6,,,0.7119
O60885_CHEMBL5408527,O60885,5.92,,,0.5933
O60885_CHEMBL5406617,O60885,5.77,,,0.6221
O60885_CHEMBL5423358,O60885,5.65,,,0.6665
O60885_CHEMBL5396203,O60885,5.87,,,0.6304
O60885_CHEMBL5405309,O60885,5.71,,,0.6743
O60885_CHEMBL5435358,O60885,5.63,,,0.6665
O60885_CHEMBL5394959,O60885,5.65,,,0.7295
O60885_CHEMBL5416735,O60885,5.72,,,0.7163
O60885_CHEMBL5428438,O60885,6.59,,,0.6836
O60885_CHEMBL5423609,O60885,7.26,,,0.7007
O60885_CHEMBL5426726,O60885,6.86,,,0.6797
O60885_CHEMBL5439504,O60885,6.91,,,0.6514
O60885_CHEMBL5430595,O60885,6.86,,,0.6475
O60885_CHEMBL5427802,O60885,6.67,,,0.5972
O60885_CHEMBL5416468,O60885,6.45,,,0.5693
O60885_CHEMBL5396537,O60885,6.86,,,0.5986
O60885_CHEMBL5418544,O60885,6.87,,,0.5986
O60885_CHEMBL5431657,O60885,6.67,,,0.5923
O60885_CHEMBL5439456,O60885,6.69,,,0.5845
O60885_CHEMBL5397122,O60885,7.91,,,0.4138
O60885_CHEMBL5424066,O60885,8.39,,,0.4092
O60885_CHEMBL5422964,O60885,7.87,,,0.4045
O60885_CHEMBL5422361,O60885,8.21,,,0.4045
O60885_CHEMBL5437464,O60885,7.82,,,0.4558
O60885_CHEMBL5409547,O60885,7.98,,,0.47
O60885_CHEMBL5415295,O60885,6.71,,,0.4221
O60885_CHEMBL5397177,O60885,7.96,,,0.4138
O60885_CHEMBL5411832,O60885,6.75,,,0.6001
O60885_CHEMBL5407801,O60885,6.32,,,0.4595
O60885_CHEMBL5422566,O60885,6.79,,,0.4932
O60885_CHEMBL5406228,O60885,6.44,,,0.4507
O60885_CHEMBL5416135,O60885,7.18,,,0.9517
O60885_CHEMBL5416632,O60885,8.21,,,0.9517
O60885_CHEMBL5402948,O60885,5.76,,,0.853
O60885_CHEMBL5404499,O60885,7.28,,,0.853
O60885_CHEMBL5393966,O60885,7.62,,,0.4558
O60885_CHEMBL5420388,O60885,7.89,,,0.439
O60885_CHEMBL5429506,O60885,8.19,,,0.439
O60885_CHEMBL5426710,O60885,5.83,,,0.5
O60885_CHEMBL5429974,O60885,7.75,,,0.45
O60885_CHEMBL5398464,O60885,5.71,,,0.5698
O60885_CHEMBL5426714,O60885,6.15,,,0.4355
O60885_CHEMBL5405549,O60885,6.165,,,0.3491
O60885_CHEMBL5433198,O60885,5.74,,,0.394
O60885_CHEMBL5431061,O60885,7.64,,,0.3372
O60885_CHEMBL5409043,O60885,7.21,,,0.3999
O60885_CHEMBL5434529,O60885,7.32,,,0.3767
O60885_CHEMBL5416328,O60885,7.82,,,0.3513
O60885_CHEMBL5424589,O60885,6.52,,,0.4355
O60885_CHEMBL5415843,O60885,6.515000000000001,,,0.4067
O60885_CHEMBL5421726,O60885,6.46,,,0.3857
O60885_CHEMBL5406183,O60885,6.725,,,0.564
O60885_CHEMBL5409305,O60885,6.9,,,0.6089
O60885_CHEMBL5416329,O60885,6.359999999999999,,,0.4902
O60885_CHEMBL5398000,O60885,6.675,,,0.7104
O60885_CHEMBL5422163,O60885,8.05,,,0.7681
O60885_CHEMBL5401253,O60885,7.83,,,0.7759
O60885_CHEMBL5440537,O60885,9.0,,,0.7534
O60885_CHEMBL5403848,O60885,8.155000000000001,,,0.7534
O60885_CHEMBL5420752,O60885,6.715,,,0.7646
O60885_CHEMBL5440963,O60885,8.76,,,0.7573
O60885_CHEMBL5439607,O60885,7.645,,,0.7578
O60885_CHEMBL5434035,O60885,6.029999999999999,,,0.5
O75116_CHEMBL5439783,O75116,8.8,,,0.5068
O75116_CHEMBL5435627,O75116,8.89,,,0.5068
O75116_CHEMBL5422545,O75116,5.08,,,1.0
O75116_CHEMBL5414693,O75116,8.21,,,0.5
O75116_CHEMBL5430368,O75116,7.88,,,0.5
O75116_CHEMBL5411877,O75116,7.46,,,0.5781
O75116_CHEMBL5396883,O75116,6.58,,,1.0
O75116_CHEMBL5399426,O75116,6.34,6.34,6.34,0.7202
O75116_CHEMBL5434756,O75116,6.96,,,0.8462
O75116_CHEMBL5407662,O75116,6.92,,,0.7202
O75116_CHEMBL5403816,O75116,6.44,,,0.8184
O75116_CHEMBL5397091,O75116,9.7,,,0.5508
O75116_CHEMBL5405298,O75116,7.57,,,0.5
O75116_CHEMBL5438833,O75116,6.36,,,0.5
O75116_CHEMBL5398844,O75116,6.25,,,0.5
O75116_CHEMBL5403605,O75116,6.86,,,0.522
O75116_CHEMBL5408850,O75116,7.45,,,0.522
O75116_CHEMBL5411955,O75116,6.26,,,0.7803
O75116_CHEMBL5437526,O75116,6.82,,,0.522
O75116_CHEMBL5399221,O75116,7.73,,,0.522
O75116_CHEMBL5428479,O75116,7.92,,,0.5332
O75116_CHEMBL5408387,O75116,7.58,,,0.5332
O75116_CHEMBL5439971,O75116,7.11,,,0.5513
O75116_CHEMBL5417698,O75116,6.18,,,0.5513
O75116_CHEMBL5424408,O75116,8.7,,,0.4932
O75116_CHEMBL5439375,O75116,6.88,,,0.5698
O75116_CHEMBL5426208,O75116,6.99,,,0.5698
O75116_CHEMBL5421321,O75116,8.3,,,0.7231
O75116_CHEMBL5397611,O75116,8.7,,,0.6914
O75116_CHEMBL5409106,O75116,9.15,,,0.5146
O75116_CHEMBL5416265,O75116,9.0,,,0.71
O75116_CHEMBL5414146,O75116,9.7,,,0.522
O75116_CHEMBL5403088,O75116,7.11,,,0.5332
O75116_CHEMBL5409229,O75116,7.27,,,0.5332
O75116_CHEMBL5403685,O75116,7.08,,,0.5
O75116_CHEMBL5427927,O75116,7.18,,,0.5
O75116_CHEMBL5400934,O75116,8.38,,,0.488
O75116_CHEMBL5438374,O75116,8.77,,,0.5679
O75116_CHEMBL5414576,O75116,7.79,,,0.5889
O75116_CHEMBL5428430,O75116,7.83,,,0.5244
O75116_CHEMBL5421280,O75116,8.85,,,0.5181
